,Alcohol,Appellation,Bottle Size,Category,Country,Date Published,Description,Designation,Name,Price,Province,Rating,Region,Subregion,User Avg Rating,Variety,Vintage,Winery
152,12%,"Clarksburg, Central Valley, California, US",750 ml,White, US,12/1/2019,"
                      Fresh apple and orange-blossom aromas lead to crisp and satisfying fruit flavors in this light-bodied, fresh and appetizing wine. It feels well balanced on the palate and turns a bit soft or sweet on the finish.                      Jim Gordon ",Prince Vineyard,LangeTwins 2018 Prince Vineyard Chenin Blanc (Clarksburg),$22, California,89, Central Valley,Clarksburg,Not rated yet [Add Your Review],Chenin Blanc,2018,LangeTwins
153,12.5%,"Margaret River, Western Australia, Australia",750 ml,White, Australia,12/1/2019,"
                      This rich wine offers aromas of honeyed nuts, oyster shell, apples, pears and a slight charred character. The palate is creamy in feel and shows prominent oak influence, but it doesn't overpower.                      Christina Pickard ",Ironstone Block,Streicker 2017 Ironstone Block Chenin Blanc (Margaret River),$35, Western Australia,88,Margaret River,,Not rated yet [Add Your Review],Chenin Blanc,2017,Streicker
154,14.5%,"Paso Robles, Central Coast, California, US",750 ml,White, US,11/1/2019,"
                      Apple and golden-pear aromas are cut by lemon peel on the nose of this bottling. There is a fresh zip on the sip, with yellow-peach and melon flavors making for a bright flavorful wine.                      Matt Kettmann ",,Dubost 2018 Chenin Blanc (Paso Robles),$35, California,89, Central Coast,Paso Robles,Not rated yet [Add Your Review],Chenin Blanc,2018,Dubost
155,13.5%,"Côtes du Lot, Southwest France, France",750 ml,White, France,11/1/2019,"
                      Growing Chenin Blanc has a long tradition in the Cahors region. Along with its nutty character and red-apple flavors, this wine has a mineral texture that gives tension to balance the ripe fruitiness. It is ready to drink.                      Roger Voss ",Chenin de Mercuès,Georges Vigouroux 2016 Chenin de Mercuès Chenin Blanc (Côtes du Lot),$25, Southwest France,88,Côtes du Lot,,Not rated yet [Add Your Review],Chenin Blanc,2016,Georges Vigouroux
156,12%,"Nashik, India",750 ml,White, India,11/1/2019,"
                      A bouquet of lemongrass and thyme leads to flavors of toasted pineapple, lemon, vanilla and rose petal. This wine is bright on the palate and has a soft floral finish.                      Mike DeSimone ",Estate Bottled,Sula 2018 Estate Bottled Chenin Blanc (Nashik),$11,Nashik,87,,,Not rated yet [Add Your Review],Chenin Blanc,2018,Sula
157,12.5%,"America, US",750 ml,White, US,11/1/2019,"
                      Freshly cut red-apple aromas lead to off-dry, but leaning sweeter full-bodied fruit flavors. It doesn't have the acid to stand up to the sugar but will still have an audience.                      Sean P. Sullivan ",,Cellardoor 2017 Chenin Blanc (America),$18,America,85,,,Not rated yet [Add Your Review],Chenin Blanc,2017,Cellardoor
158,11.2%,"Santa Ynez Valley, Central Coast, California, US",750 ml,White, US,11/1/2019,"
                      This bottling is very reductive on the nose, with lemon rinds barely able to get past the closed-in nose. There is tension to the palate, but the flavors reflect the nose, offering just a bit of citrus.                      Matt Kettmann ",Jurassic Vineyard,Purple Dragon 2018 Jurassic Vineyard Chenin Blanc (Santa Ynez Valley),$25, California,84, Central Coast,Santa Ynez Valley,Not rated yet [Add Your Review],Chenin Blanc,2018,Purple Dragon
159,14%,"Anjou, Loire Valley, France",750 ml,White, France,10/1/2019,"
                      This intense, full-bodied wine is full of baked-apple and cooked-pear flavors. There is certainly acidity here, but it is integrated in the wine's ripeness and weight. The perfumed, nutty aftertaste is as full as the rest of this rich wine.                      Roger Voss ",,Domaine du Petit Clocher 2018 Chenin Blanc (Anjou),$40, Loire Valley,92,Anjou,,Not rated yet [Add Your Review],Chenin Blanc,2018,Domaine du Petit Clocher
160,14.1%,"Napa Valley, Napa, California, US",750 ml,White, US,10/1/2019,"
                      Waxy peach, green apple and lemon zest make for an enticing entry into this signature wine, which is lively and complex in crisp acidity. It builds body and weight on the midpalate, offering a creamy texture of viscous tropical richness.                      Virginie Boone ",Signature,Chappellet 2018 Signature Chenin Blanc (Napa Valley),$38, California,92, Napa,Napa Valley,Not rated yet [Add Your Review],Chenin Blanc,2018,Chappellet
161,11%,"Coteaux du Layon, Loire Valley, France",500 ml,Dessert, France,10/1/2019,"
                      This golden-colored wine is concentrated, with flavors of ripe botrytis, bitter-orange marmalade and spice, plus great acidity. Ripe apricots give richness to this impressive, now mature wine.                      Roger Voss ",Cuvée Maxence,Domaine du Petit Clocher 2015 Cuvée Maxence Chenin Blanc (Coteaux du Layon),$25, Loire Valley,92,Coteaux du Layon,,Not rated yet [Add Your Review],Chenin Blanc,2015,Domaine du Petit Clocher
162,13.2%,"Paicines, Central Coast, California, US",750 ml,White, US,10/1/2019,"
                      Crisp and pleasant aromas of nectarine, white flower and guava make for a sort of tropical sorbet on the nose of this bottling. The palate is crisp, with flavors of Asian pear and rounded nectarine wrapped in a stiff chalky texture and racy acidity.                      Matt Kettmann ",Vista Verde,Bold 2018 Vista Verde Chenin Blanc (Paicines),$25, California,92, Central Coast,Paicines,Not rated yet [Add Your Review],Chenin Blanc,2018,Bold
163,14.5%,"Anjou, Loire Valley, France",750 ml,White, France,10/1/2019,"
                      This superrich wine is a dense expression of ripe Chenin Blanc. Baked-apple flavors are lit by acidity while having powerful pepper and spice flavors. The concentration and mineral texture of the wine are impressive. Drink from 2020.                      Roger Voss ",Terroir de Schistes,Domaine des Hardières 2017 Terroir de Schistes Chenin Blanc (Anjou),$21, Loire Valley,91,Anjou,,Not rated yet [Add Your Review],Chenin Blanc,2017,Domaine des Hardières
164,13.5%,"Yakima Valley, Columbia Valley, Washington, US",750 ml,White, US,10/1/2019,"
                      The aromas are effusive, with notes of banana, papaya, herb, kiwi and fresh pineapple. Ripe, fuller-feeling tropical fruit flavors follow with enough acidity to stitch it all together.                      Sean P. Sullivan ",Old Vines,L'Ecole No. 41 2018 Old Vines Chenin Blanc (Yakima Valley),$15, Washington,90, Columbia Valley,Yakima Valley,Not rated yet [Add Your Review],Chenin Blanc,2018,L'Ecole No. 41
165,11.5%,"Coteaux du Layon, Loire Valley, France",750 ml,Dessert, France,10/1/2019,"
                      This sweet wine shows such fine acidity that it plays toward fresh. Touches of honey go with apricots and some botrytis to give a wine that wears its richness lightly. Drink now.                      Roger Voss ",,Domaine du Petit Clocher 2017 Chenin Blanc (Coteaux du Layon),$18, Loire Valley,90,Coteaux du Layon,,Not rated yet [Add Your Review],Chenin Blanc,2017,Domaine du Petit Clocher
166,12.5%,"Touraine, Loire Valley, France",750 ml,Sparkling, France,10/1/2019,"
                      This sophisticated wine offers flavors of crisp apples and almonds. It is bone dry, which means it needs to age in bottle in order to soften, but all the elements are there, with a fresh twist of lemon at the end.                      Roger Voss ",L'Essentiel Brut Zéro,Monmousseau NV L'Essentiel Brut Zéro Chenin Blanc (Touraine),$22, Loire Valley,90,Touraine,,Not rated yet [Add Your Review],Chenin Blanc,,Monmousseau
167,11.5%,"Coteaux du Layon, Loire Valley, France",750 ml,White, France,10/1/2019,"
                      A medium-sweet wine from the Layon Valley, famed for rich noble-rot wines, this has a touch of honey plus acidity and baked-apple fruitiness. It is ready to drink although it will develop and will be better from 2020.                      Roger Voss ",,Château de la Roulerie 2018 Chenin Blanc (Coteaux du Layon),$17, Loire Valley,88,Coteaux du Layon,,Not rated yet [Add Your Review],Chenin Blanc,2018,Château de la Roulerie
168,9%,"Red Mountain, Columbia Valley, Washington, US",375 ml,Dessert, US,10/1/2019,"
                      Ice wines are a rarity in the state. Aromas of muscat gummy, honey and herbs lead to sweet, honeyed flavors. It doesn't hit the heights of recent vintages, but there is still a lot to like.                      Sean P. Sullivan ",Estate Grown Ice Wine,Kiona 2018 Estate Grown Ice Wine Chenin Blanc (Red Mountain),$50, Washington,88, Columbia Valley,Red Mountain,Not rated yet [Add Your Review],Chenin Blanc,2018,Kiona
169,12.5%,"Touraine Amboise, Loire Valley, France",750 ml,White, France,10/1/2019,"
                      Lightly wood aged in older barrels, this wine has a poised character. With citrus filled out with spice and tangy acidity, the wine is lightly structured and fresh. Drink now.                      Roger Voss ",Les Pierres,Xavier Frissant 2018 Les Pierres Chenin Blanc (Touraine Amboise),$27, Loire Valley,88,Touraine Amboise,,Not rated yet [Add Your Review],Chenin Blanc,2018,Xavier Frissant
170,12%,"Touraine, Loire Valley, France",750 ml,Sparkling, France,10/1/2019,"
                      A soft, lightly nutty wine with attractive acidity, this has delicious, ripe-apple flavors. It is fruity, perfumed and ready to drink.                      Roger Voss ",Brut Blanc,Paris-Simoneau NV Brut Blanc Chenin Blanc (Touraine),$15, Loire Valley,88,Touraine,,Not rated yet [Add Your Review],Chenin Blanc,,Paris-Simoneau
171,12%,"Anjou, Loire Valley, France",750 ml,White, France,10/1/2019,"
                      With a good blend of white-currant and apple flavors, this wine is dry, with a nutty edge. Ripeness gives it a juicy character and emphasizes the wine's potential. It is still young and will be better from 2020.                      Roger Voss ",Chenin Blanc,Château de la Roulerie 2018 Chenin Blanc Chenin Blanc (Anjou),$13, Loire Valley,87,Anjou,,Not rated yet [Add Your Review],Chenin Blanc,2018,Château de la Roulerie
172,12.5%,"Val de Loire, Loire Valley, France",750 ml,White, France,10/1/2019,"
                      This gentle, fruity wine is attractive with acidity as well as pear and melon flavors that are softened with toasted almonds. Full of easy fruit and juicy acidity, the wine is ready to drink.                      Roger Voss ",Chenin,Clement et Florian Berthier 2018 Chenin Chenin Blanc (Val de Loire),$15, Loire Valley,86,Val de Loire,,Not rated yet [Add Your Review],Chenin Blanc,2018,Clement et Florian Berthier
173,11.99%,"Bot River, South Africa",750 ml,White, South Africa,9/20/2019,"
                      Winemaker: Sebastian Beaumont. There are serious orange oil, chamomile and lanolin characteristics to the nose of this white, with additional, equally pronounced tones of waxy yellow melon, cedar-grilled apple and some caramel corn, though the latter is not obnoxiously so. A sweet wheat and slight honeyed accent unfolds on the medium-weight palate, too, though with a bright thread of acidic nerve and pithy, tannic texture to cut through the ripe fruit tones.                      Lauren Buzzeo ",Cape Winemakers Guild Leo's Whole Bunch,Beaumont 2017 Cape Winemakers Guild Leo's Whole Bunch Chenin Blanc (Bot River),N/A,Bot River,91,,,Not rated yet [Add Your Review],Chenin Blanc,2017,Beaumont
174,13%,"Stellenbosch, South Africa",750 ml,White, South Africa,9/20/2019,"
                      Winemaker: Bruwer Raats. This smells bright and clean, with medium-intense aromas of crisp Anjou pear, white melon, fresh grain and just a touch of beeswax. The palate is light and direct, with a thread of acidity streaking through the tart pear, lime, green plum and melon flavors. It's balanced and refreshing, with nice verve through the close.                      Lauren Buzzeo ",Cape Winemakers Guild The Fountain Terror Specific,Raats Family 2018 Cape Winemakers Guild The Fountain Terror Specific Chenin Blanc (Stellenbosch),N/A,Stellenbosch,91,,,Not rated yet [Add Your Review],Chenin Blanc,2018,Raats Family
175,13.81%,"Stellenbosch, South Africa",750 ml,White, South Africa,9/20/2019,"
                      Winemaker: Frans Smit. Baked apple, honeycomb, gingered peach and orange oil lead the nose of this ripe, almost sweet-smelling white. The palate offers more of those ripe fruit tones and a delicate white-floral character, though with a lightly tannic structure that provides great textural depth and grounds the more pronounced floral tone and ripe fruit flavors that dominate the finish.                      Lauren Buzzeo ",Cape Winemakers Guild Farm House Organic,Spier 2017 Cape Winemakers Guild Farm House Organic Chenin Blanc (Stellenbosch),N/A,Stellenbosch,90,,,Not rated yet [Add Your Review],Chenin Blanc,2017,Spier
176,12.5%,"California, California Other, California, US",750 ml,White, US,9/1/2019,"
                      Soft and supple in peach and lemon, this lovely white is fleshy in texture with plenty of underlying acidity to keep it fresh in the glass. It saw time in stainless steel and neutral oak, and persists in aromas of jasmine.                      Virginie Boone ",,Delta 2018 Chenin Blanc (California),$15, California,90, California Other,California,Not rated yet [Add Your Review],Chenin Blanc,2018,Delta
177,13.6%,"St. Helena, Napa, California, US",750 ml,White, US,9/1/2019,"
                      Entirely varietal from estate-grown fruit, Betty's shows fig, peach and apple flavors wrapped around a stony texture of midweight ripeness and style. Floral, it's youthfully vibrant.                      Virginie Boone ",Betty's Vineyard,Ballentine 2018 Betty's Vineyard Chenin Blanc (St. Helena),$30, California,87, Napa,St. Helena,Not rated yet [Add Your Review],Chenin Blanc,2018,Ballentine
178,13%,"Clarksburg, Central Valley, California, US",750 ml,White, US,8/1/2019,"
                      Lovely melon and freshly sliced apple aromas lead to crisp fruit flavors that are tangy and tempting in this light- to medium-bodied wine. It is absolutely refreshing.                      Jim Gordon ",CNW Cuvée,Vinum Cellars 2017 CNW Cuvée Chenin Blanc (Clarksburg),$15, California,90, Central Valley,Clarksburg,Not rated yet [Add Your Review],Chenin Blanc,2017,Vinum Cellars
179,12.5%,"Ballard Canyon, Central Coast, California, US",750 ml,White, US,8/1/2019,"
                      Funky aromas of sour orange, flint, yeast and damp campfire are almost cider-like on the nose of this bottling. The palate is tangy with apple, dried lemon-peel and burned toast flavors, framed by a crunchy squeaky texture.                      Matt Kettmann ",Cuvée August,Combe 2017 Cuvée August Chenin Blanc (Ballard Canyon),$55, California,88, Central Coast,Ballard Canyon,Not rated yet [Add Your Review],Chenin Blanc,2017,Combe
180,14%,"Citrusdal Mountain, South Africa",750 ml,White, South Africa,7/1/2019,"
                      A light, toasty accent wafts from the glass upon first sniff of this beautiful white, transitioning into aromas of grilled apple, dried apple slices, lemon wax, fresh beeswax, lemon basil and orange blossom. The palate is stunning, with a superb texture that wraps around the just-ripe citrus, orchard fruit and bitter melon flavors. It's superbly balanced, with notes of wood spice, field flowers, lemongrass and fynbos that dance throughout the evolving and lingering finish. While it's a stunner now, it should age gracefully through 2029.                      Lauren Buzzeo ",Huilkrans,Alheit 2017 Huilkrans Chenin Blanc (Citrusdal Mountain),$100,Citrusdal Mountain,95,,,Not rated yet [Add Your Review],Chenin Blanc,2017,Alheit
181,14%,"Citrusdal Mountain, South Africa",750 ml,White, South Africa,7/1/2019,"
                      Lemon balm, cinnamon bark, yellow field flowers, spiced orange tea, just-dried straw and lightly toasted apple skin all dance on the nose of this ethereal and superbly attractive wine. The mouthfeel is fruited and rounded yet balanced and textured all at once, with a lovely bitterness and a lick of salted butter that play against the ripe orchard and citrus fruit flavors. Lingering notes of waxy melon, orange rind and whole spice like nutmeg and allspice unfold on the long, lightly nutty finish. It's a charmer that's hard to resist but will age well through 2030.                      Lauren Buzzeo ",Magnetic North,Alheit 2017 Magnetic North Chenin Blanc (Citrusdal Mountain),$100,Citrusdal Mountain,94,,,Not rated yet [Add Your Review],Chenin Blanc,2017,Alheit
182,13%,"Stellenbosch, South Africa",750 ml,White, South Africa,7/1/2019,"
                      There's an immediate spicy, floral character at play here, like ginger mixed with orange blossom and lemon peel tea, alongside notes of spiced pear and musk melon. The palate is fresh and vibrant, with precise acidity that lifts the palate and gives superb cut to the ripe fruit tones. The texture is layered and refined, as waves of fruit, then acidity, then pithy astringency dance across your palate and lead into an enduring, evolving finish.                      Lauren Buzzeo ",Nautical Dawn,Alheit 2017 Nautical Dawn Chenin Blanc (Stellenbosch),$63,Stellenbosch,93,,,Not rated yet [Add Your Review],Chenin Blanc,2017,Alheit
183,13%,"Stellenbosch, South Africa",750 ml,White, South Africa,7/1/2019,"
                      This is very likely the last release of this single-vineyard wine, after winemakers Chris and Suzaan Alheit found the extreme Bottelary site unrecoverable after three years of drought pushed it over the edge. Shame, but it's a beautiful swan song, boasting pure, direct notes of calendula, beeswax, fynbos and Anjou pear from the start. The palate shows good cut, with moderate acidity and a softly pithy texture reminiscent of bitter melon, orange peel and pear. The finish lingers on a saline accent.                      Lauren Buzzeo ",Radio Lazarus,Alheit 2017 Radio Lazarus Chenin Blanc (Stellenbosch),$100,Stellenbosch,93,,,Not rated yet [Add Your Review],Chenin Blanc,2017,Alheit
184,14%,"Stellenbosch, South Africa",750 ml,White, South Africa,7/1/2019,"
                      Aromas of lemon thyme, white tea, calendula, white melon and spiced yet snappy pear abound on the complex, earthy nose of this wine. The palate is plush and generous, filling the mouth on all sides with each sip, but is then countered by vibrant acidity and framed by soft wood tannin and citrus peel astringency to support the generous flavors. The finish is long and evolving, from wood to fruit to earth. A super tasty and well-balanced pour. Enjoy now–2029.                      Lauren Buzzeo ",Reserve,DeMorgenzon 2017 Reserve Chenin Blanc (Stellenbosch),$40,Stellenbosch,93,,,Not rated yet [Add Your Review],Chenin Blanc,2017,DeMorgenzon
185,13.5%,"Stellenbosch, South Africa",750 ml,White, South Africa,7/1/2019,"
                      On first sniff, a soft wood note jumps from the glass, but once you look past that, you get to toasted apple slices, orange peel and Honeycomb cereal tones beneath, with hints of dried fynbos, sage and lemon wax at the back. The mouthfeel is fleshy, almost generous, with solid wood-grilled apple and orange oil flavors that carry through to the close. Ample acidity and a pleasant texture kicks in to enliven the feel, with lovely spiced orange tea and dried fynbos tones lingering on the close.                      Lauren Buzzeo ",Old Vine,Raats Family 2017 Old Vine Chenin Blanc (Stellenbosch),$25,Stellenbosch,92,,,Not rated yet [Add Your Review],Chenin Blanc,2017,Raats Family
186,13%,"Swartland, South Africa",750 ml,White, South Africa,7/1/2019,"
                      This has such a pure, direct nose of citrus rind, waxy melon, fresh honeycomb, white peach, herbal tea and a touch of Anjou pear. The palate is like a laser of precision, delivering a seam of acidity and the sharp tang of just-ripe citrus and orchard fruit tones. It's superbly pithy on the palate, providing a texture that's impossible to ignore. The finish offers more orange-ginger and rooibos tea tones to complement the fruity mélange, with medium intensity and length.                      Lauren Buzzeo ",Fire by Night,Alheit 2017 Fire by Night Chenin Blanc (Swartland),$75,Swartland,92,,,Not rated yet [Add Your Review],Chenin Blanc,2017,Alheit
187,12.5%,"Stellenbosch, South Africa",750 ml,White, South Africa,7/1/2019,"
                      An intense floral character leads the nose of this fresh and earthy white, with prominent scents of sweet pea, honeysuckle and baby powder atop tones of pink apple, spicy pear and sweet orange. The palate is medium weight, though somewhat plush in feel at first, with a generous texture that's balanced by ample acidity and a spicy cut that keeps it all in check. More notes of sweet fynbos unfold on the enduring close.                      Lauren Buzzeo ",Karibib Vineyard,Craven 2017 Karibib Vineyard Chenin Blanc (Stellenbosch),$35,Stellenbosch,91,,,Not rated yet [Add Your Review],Chenin Blanc,2017,Craven
188,12.5%,"Stellenbosch, South Africa",750 ml,White, South Africa,7/1/2019,"
                      Rich, lightly honeyed notes of toasted hazelnut, honeydew and beeswax are coupled with a fresh hay accent on the nose. A pronounced saline character greets the palate upon entry and lingers through to the energetic finish. The palate is slightly slick and viscous in feel, but with bright acidity and that salty verve to keep the experience fresh, with flavors of dried apple slices, orange oil and beeswax.                      Lauren Buzzeo ",Natural Wine,Reyneke 2016 Natural Wine Chenin Blanc (Stellenbosch),$136,Stellenbosch,91,,,Not rated yet [Add Your Review],Chenin Blanc,2016,Reyneke
189,11.5%,"Stellenbosch, South Africa",750 ml,White, South Africa,7/1/2019,"
                      There's a lovely waxiness to the nose here, with notes of lemon oil, straw, yellow melon and a touch of lemon verbena. It smells like the mountains, with wild fynbos and Alpine herbs atop the fruit tones. The palate is light in weight and well balanced, with a prickly sensation that results in a clean, medium-length finish, though the acid is not markedly pronounced.                      Lauren Buzzeo ",,Reyneke 2017 Chenin Blanc (Stellenbosch),$34,Stellenbosch,90,,,Not rated yet [Add Your Review],Chenin Blanc,2017,Reyneke
190,13.5%,"Cederberg, South Africa",750 ml,White, South Africa,7/1/2019,"
                      A beautifully direct and focused note of orange blossom, honeysuckle, fresh pear and white melon opens this wine, while the palate is fresh and focused in bright acidity and lime zest flavors that are tart and mouthwatering.                      Lauren Buzzeo ",,Cederberg 2017 Chenin Blanc (Cederberg),$15,Cederberg,89,,,Not rated yet [Add Your Review],Chenin Blanc,2017,Cederberg
191,13%,"Stellenbosch, South Africa",750 ml,White, South Africa,7/1/2019,"
                      There's a punchy element upfront on the nose of this wine, almost like a lemon Sour Patch Kid mixed with white pineapple core and a lick of lemon balm. The palate is slick and slippery in feel, though with a bright impression of acidity to pick it up. There's also brightness in a saline character that remains through the close.                      Lauren Buzzeo ",Driehoek,Raised By Wolves 2015 Driehoek Chenin Blanc (Stellenbosch),$45,Stellenbosch,89,,,Not rated yet [Add Your Review],Chenin Blanc,2015,Raised By Wolves
192,14%,"Marlborough, New Zealand",750 ml,White, New Zealand,7/1/2019,"
                      For a wine that has had a lot of work done to it (whole bunch pressed, barrel fermented with wild yeast, time on solids, lees stirring, aged in french barriques), this is a surprisingly delicate and unassuming little number. The nose is dainty with aromas of apples, blossoms and a little spice. The palate shows a lovely balance of texture and mouth watering acidity, juicy fruit and white spice. Drink now.                      Christina Pickard ",Wrekin Vineyard,Astrolabe 2016 Wrekin Vineyard Chenin Blanc (Marlborough),$25,Marlborough,89,,,Not rated yet [Add Your Review],Chenin Blanc,2016,Astrolabe
193,14%,"Swartland, South Africa",750 ml,White, South Africa,7/1/2019,"
                      There's a pronounced oaky tone currently at the fore of this wine's bouquet, coupled with notes of spiced orange peel, honeyed beeswax and a touch of yellow melon. The palate is light on its feet despite the pronounced oak and rich flavors, with medium acidity to counter the spicy tones and attractive citrus, guava and melon flavors. On the back are hints of grilled peach pit and lightly toasted nut skins.                      Lauren Buzzeo ",Swartland Reserve,Delaire Graff 2017 Swartland Reserve Chenin Blanc (Swartland),$22,Swartland,89,,,Not rated yet [Add Your Review],Chenin Blanc,2017,Delaire Graff
194,12.5%,"Paarl, South Africa",750 ml,White, South Africa,7/1/2019,"
                      This opens with a pronounced oak note that mellows with some time to waxy melon rind, orange peel, yellow flower and a touch of gingery spice. The medium-weight palate boasts with some soft spice and rich fruit flavors, though neither is overbearing, with soft acidity and a well-balanced mouthfeel.                      Lauren Buzzeo ",Old Vine,Painted Wolf 2017 Old Vine Chenin Blanc (Paarl),$20,Paarl,89,,,Not rated yet [Add Your Review],Chenin Blanc,2017,Painted Wolf
195,14%,"Coastal Region, South Africa",750 ml,White, South Africa,7/1/2019,"
                      The bouquet of this wine is currently very toasty, like buttery popcorn and wood-grilled apple mixed with mealy melon flesh and orange oil. The palate is bold, yet a touch flat on the middle, with medium acidity that just manages to enliven the experience on the close. There's a pleasant pithiness in the texture and lingering spicy tones that lend interest on the close.                      Lauren Buzzeo ",The Bernard Series Old Vine,Bellingham 2017 The Bernard Series Old Vine Chenin Blanc (Coastal Region),$25,Coastal Region,89,,,Not rated yet [Add Your Review],Chenin Blanc,2017,Bellingham
196,12%,"Mendocino County, Mendocino County, California, US",750 ml,White, US,7/1/2019,"
                      Subtle white-fruit aromas, ripe but mild flavors and a smooth texture combine in this light-bodied yet mouthfilling wine. Chalky, mineral elements come out on the finish to add more complexity.                      Jim Gordon ",Norgard Farms,T. Berkley Wines 2017 Norgard Farms Chenin Blanc (Mendocino County),$28, California,88, Mendocino County,Mendocino County,Not rated yet [Add Your Review],Chenin Blanc,2017,T. Berkley Wines
197,12.5%,"Wellington, South Africa",750 ml,White, South Africa,7/1/2019,"
                      Soft wood spice, Anjou pear, lemon zest and white peach form the bouquet of this white. The palate is medium in weight, but a touch soft on the midpalate, with just enough vibrancy after the swallow to enliven the finish. The citrus and white melon flavors are fresh and easy.                      Lauren Buzzeo ",,Diemersfontein 2017 Chenin Blanc (Wellington),$13,Wellington,87,,,Not rated yet [Add Your Review],Chenin Blanc,2017,Diemersfontein
198,13%,"Western Cape, South Africa",750 ml,White, South Africa,7/1/2019,"
                      A surprisingly pronounced floral character dominates the bouquet of this wine, expressed in aromas of fresh peony, honeysuckle and sweet pea that mix with notes of juicy peach, pineapple and lychee underneath. The palate is light and easy, with a bright, fresh fruit-salad flavor that ends with a mouthwatering impression.                      Lauren Buzzeo ",Vinehugger Organic,Reyneke 2018 Vinehugger Organic Chenin Blanc (Western Cape),$15,Western Cape,86,,,Not rated yet [Add Your Review],Chenin Blanc,2018,Reyneke
199,13.5%,"Wellington, South Africa",750 ml,White, South Africa,7/1/2019,"
                      Just-ripe orchard fruit, lemon balm, fynbos and bitter melon dance lightly on the nose. The mouth is round and flat on the midpalate, with low acidity. The finish shows some bitterness that helps to enliven the weight of the finish.                      Lauren Buzzeo ",,Black Pearl 2017 Chenin Blanc (Wellington),$20,Wellington,85,,,Not rated yet [Add Your Review],Chenin Blanc,2017,Black Pearl
200,13.5%,"Savennières, Loire Valley, France",750 ml,White, France,6/1/2019,"
                      A south-facing parcel on shale soil has produced this rich wine packed with tropical-fruit flavors as well as crisper apple and citrus acidity. Aged in wood, the wine has some spice, but it really celebrates great fruit and wonderful acidity. Drink from 2020.                      Roger Voss ",Les Fougeraies,Loïc Mahe 2015 Les Fougeraies  (Savennières),$50, Loire Valley,93,Savennières,,Not rated yet [Add Your Review],Chenin Blanc,2015,Loïc Mahe
201,13%,"North Coast, North Coast, California, US",750 ml,White, US,6/1/2019,"
                      Mineral, stone fruit and earth are interwoven within a framework of sizzling acidity in this roundly textured, lightly ripe and impressive white wine. The palate is dry and crisp, with exotic tones of honey and almond.                      Virginie Boone ",,Aperture 2017 Chenin Blanc (North Coast),$30, California,92, North Coast,North Coast,Not rated yet [Add Your Review],Chenin Blanc,2017,Aperture
202,13%,"Savennières, Loire Valley, France",750 ml,White, France,6/1/2019,"
                      This is the main production from the 27-acre property owned by Loïc Mahé. Tank fermented and aged, it has pure apple flavors, crisp and packed with refreshing acidity. Produced from organically grown grapes, the wine is already beautiful to drink but will be better from 2020.                      Roger Voss ",Sables et Schistes,Loïc Mahe 2016 Sables et Schistes  (Savennières),$40, Loire Valley,91,Savennières,,Not rated yet [Add Your Review],Chenin Blanc,2016,Loïc Mahe
203,13.5%,"Chalone, Central Coast, California, US",750 ml,White, US,6/1/2019,"
                      Tangy lemon peels and rich Asian pear flesh meet with intriguing earthy aromas of hot sand in this bottling from one of California's most challenging and fascinating appellations. There is clean and pure acidity that powers that sip, offering flavors of grapefruit and nectarine against a chalky structure.                      Matt Kettmann ",,Chalone Vineyard 2017 Chenin Blanc (Chalone),$40, California,91, Central Coast,Chalone,Not rated yet [Add Your Review],Chenin Blanc,2017,Chalone Vineyard
204,13.9%,"Santa Maria Valley, Central Coast, California, US",750 ml,White, US,6/1/2019,"
                      Always one of the more distinctive white wines from the region, this vintage starts with aromas of lemon skin, forest herbs and chive. The palate is redolent of yellow grapefruit and rides a tense, tangy structure into the long finish.                      Matt Kettmann ",Ernesto Wickenden Vineyard Old Vines,Foxen 2017 Ernesto Wickenden Vineyard Old Vines Chenin Blanc (Santa Maria Valley),$26, California,91, Central Coast,Santa Maria Valley,Not rated yet [Add Your Review],Chenin Blanc,2017,Foxen
205,12.4%,"Clarksburg, Central Valley, California, US",750 ml,White, US,6/1/2019,"
                      This medium-bodied wine has substantial fruit flavors accented by baking spices and a touch of butter, all laced with good acidity and wrapped in a mouthfilling texture.                      Jim Gordon ",Heringer Estates,Passaggio 2017 Heringer Estates Chenin Blanc (Clarksburg),$25, California,89, Central Valley,Clarksburg,Not rated yet [Add Your Review],Chenin Blanc,2017,Passaggio
206,12.5%,"Saumur, Loire Valley, France",750 ml,White, France,5/1/2019,"
                      A walled vineyard in a cool part of the Thierry Germain estate in Souzay is particularly suited to Chenin Blanc. This wine is characterized by apples, fresh acidity and a taut, nervy texture. Produced from biodynamically grown grapes, it is beautifully fashioned, brought together by large barrel fermentation and aging. It will age well, so drink from 2021.                      Roger Voss ",Clos Romans,Domaine des Roches Neuves 2017 Clos Romans  (Saumur),$90, Loire Valley,92,Saumur,,Not rated yet [Add Your Review],Chenin Blanc,2017,Domaine des Roches Neuves
207,14%,"Touraine, Loire Valley, France",750 ml,White, France,5/1/2019,"
                      This rich, full wine is ripe with yellow fruits, honey and piercing acidity. Produced from organically grown grapes, the wine strikes a brilliant balance between freshness and great richness. It can be drunk now, but will age at least until 2022.                      Roger Voss ",Les Pieds Rôtis,Château de Coulaine 2016 Les Pieds Rôtis Chenin Blanc (Touraine),$21, Loire Valley,92,Touraine,,Not rated yet [Add Your Review],Chenin Blanc,2016,Château de Coulaine
